City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,box elder,41.5005,-112.8764,20.77,44,93,1.92,US,1684971016
364,yazoo city,32.8551,-90.4056,26.06,69,94,2.37,US,1684971016
365,hanko,59.8333,22.95,11.19,83,34,6.08,FI,1684971017
366,masterton,-40.9597,175.6575,13.82,71,1,0.65,NZ,1684971017
367,antsohihy,-14.8796,47.9875,20.39,91,26,0.88,MG,1684971017
368,harper,4.375,-7.7169,26.51,88,100,3.41,LR,1684971018
369,mhamid,29.82,-5.72,24.13,14,0,4.73,MA,1684971018
370,colonia,50.9333,6.95,11.59,81,0,2.06,DE,1684970840
371,vila franca do campo,37.7167,-25.4333,16.23,85,44,2.81,PT,1684971018
372,santa elena,-2.2333,-80.85,26.75,89,75,3.6,EC,1684971019
373,kudahuvadhoo,2.6708,72.8944,28.4,75,58,3.62,MV,1684971019
374,ust'-ilimsk,58.0006,102.6619,4.12,97,100,4.61,RU,1684970789
375,soledad de doblado,19.05,-96.4167,29.47,61,99,4.38,MX,1684971019
376,ryotsu-minato,38.0833,138.4333,15.77,61,88,1.4,JP,1684971020
377,pisco,-13.7,-76.2167,23.03,73,0,5.14,PE,1684971020
378,port augusta,-32.5,137.7667,16.88,31,100,6.49,AU,1684971020
379,ust'-ordynskiy,52.805,104.7508,4.1,66,92,5.42,RU,1684971020
380,poronaysk,49.2167,143.1167,17.87,54,83,1.68,RU,1684971021
381,calama,-22.4667,-68.9333,15.27,21,0,4.12,CL,1684971021
382,lerwick,60.1545,-1.1494,9.0,78,7,9.53,GB,1684971021
383,floro,61.5996,5.0328,7.98,81,75,7.2,NO,1684971022
384,vorsma,55.9856,43.2717,15.91,94,41,2.67,RU,1684971022
385,sitka,57.0531,-135.33,11.94,82,100,3.09,US,1684971022
386,tortoli,39.9256,9.6572,16.9,94,40,4.12,IT,1684971022
387,geraldton,-28.7667,114.6,10.23,81,0,4.63,AU,1684971023
388,faya-largeau,17.9257,19.1043,35.3,12,62,2.81,TD,1684971023
389,holmsund,63.706,20.3641,8.97,87,100,2.24,SE,1684971023
390,lucas,41.6501,-83.6666,19.29,33,0,5.66,US,1684971023
391,thunder bay,48.4001,-89.3168,10.95,25,75,4.12,CA,1684970848
392,gulf breeze,30.3571,-87.1639,23.3,87,100,2.06,US,1684970937
393,bayt al faqih,14.5164,43.3245,30.77,52,62,2.17,YE,1684971024
394,boca do acre,-8.7522,-67.3978,22.91,99,100,0.46,BR,1684971024
395,villa gesell,-37.2639,-56.973,17.81,94,100,2.96,AR,1684970858
396,tsetserleg,47.475,101.4542,5.07,63,94,4.17,MN,1684971025
397,quepos,9.4236,-84.1652,27.59,81,70,1.58,CR,1684970855
398,polyarnyy,69.1989,33.4478,11.59,65,100,7.8,RU,1684971025
399,noshiro,40.2039,140.0242,14.46,57,25,1.68,JP,1684971026
400,ljusdal,61.8288,16.0913,7.85,75,97,3.5,SE,1684971026
401,mae chai,19.346,99.814,24.8,80,38,0.94,TH,1684971026
402,jiwani,25.05,61.7417,29.5,86,55,5.97,PK,1684971026
403,alofi,-19.0595,-169.9187,24.75,78,97,3.94,NU,1684971027
404,lupane,-18.9315,27.807,13.84,54,8,1.16,ZW,1684971027
405,puerto maldonado,-12.6,-69.1833,24.22,88,0,0.0,PE,1684971027
406,langsa,4.4683,97.9683,24.42,95,85,0.9,ID,1684971027
407,barra de santo antonio,-9.4047,-35.5072,23.6,85,4,1.23,BR,1684971028
408,lee acres,35.1487,-106.647,31.68,14,40,4.92,US,1684971028
409,leava,-14.3,-178.1667,26.5,83,100,4.89,WF,1684971028
410,yasnyy,51.0333,59.8742,15.37,47,6,3.4,RU,1684971029
411,yuzhno-kurilsk,44.0306,145.8556,12.32,59,68,3.62,RU,1684971029
412,plastun,44.7561,136.2939,21.2,48,30,1.89,RU,1684971029
413,general mosconi,-23.1851,-62.303,27.86,52,100,4.35,AR,1684971029
414,fort bragg,35.139,-79.006,23.91,31,0,5.66,US,1684971030
415,waingapu,-9.6567,120.2641,26.19,79,3,4.54,ID,1684971030
416,palanga,55.9175,21.0686,11.01,82,7,0.51,LT,1684971030
417,maridi,4.9158,29.4742,19.75,90,16,1.86,SS,1684971030
418,mehran,33.1222,46.1646,31.54,19,99,1.06,IR,1684971031
419,wenchang,30.904,118.4887,20.63,75,60,1.1,CN,1684971031
420,bouna,9.2667,-3.0,27.67,64,89,0.78,CI,1684971031
421,padang,-0.9492,100.3543,24.03,87,9,1.53,ID,1684971031
422,hotan,37.0997,79.9269,18.29,41,100,9.23,CN,1684971032
423,gilgit,35.9221,74.3087,16.52,69,100,0.96,PK,1684971032
424,namtsy,62.7161,129.6658,10.11,50,46,1.46,RU,1684971032
425,bayanhongor,46.7167,100.1167,4.11,48,86,4.56,MN,1684971032
426,bad durkheim,49.4686,8.1664,11.77,88,73,2.89,DE,1684971033
427,el jadid,33.2549,-8.506,18.42,79,3,3.68,MA,1684971033
428,ancud,-41.8697,-73.8203,9.58,79,35,8.53,CL,1684971033
429,hilo,19.7297,-155.09,28.49,74,40,4.63,US,1684971033
430,bodo,67.28,14.405,7.02,79,75,11.83,NO,1684971034
431,tofol,5.3248,163.0078,28.88,79,75,2.57,FM,1684971034
432,paoua,7.2427,16.4406,23.48,73,77,2.34,CF,1684971034
433,port isabel,26.0734,-97.2086,31.14,65,0,5.14,US,1684971034
434,turpan,42.9333,89.1667,25.39,16,75,1.27,CN,1684971035
435,mersing,2.4312,103.8405,24.95,100,20,3.09,MY,1684971035
436,pagar alam,-4.0167,103.2667,20.13,92,76,1.25,ID,1684971035
437,sultanah,24.4926,39.5857,25.25,53,20,2.57,SA,1684971035
438,presque isle,46.6811,-68.0159,9.92,84,100,4.63,US,1684971036
439,olinda,-8.0089,-34.8553,24.85,88,40,1.54,BR,1684971036
440,harnai,30.1005,67.9374,27.27,17,0,2.91,PK,1684971036
441,nacimiento,-37.5,-72.6667,9.43,94,15,1.23,CL,1684971036
442,lata,40.1629,-8.3327,17.26,77,25,1.49,PT,1684971037
443,nilsia,63.2,28.0833,14.92,81,93,2.49,FI,1684971037
444,urengoy,65.9667,78.3667,0.95,97,83,0.77,RU,1684971037
445,wabag,-5.4781,143.7021,14.9,95,100,0.46,PG,1684971037
446,sur,22.5667,59.5289,31.93,57,20,7.14,OM,1684971038
447,catabola,-12.15,17.2833,13.98,45,32,0.56,AO,1684971038
448,rakops,-21.0167,24.3333,19.87,25,10,2.94,BW,1684971038
449,la ronge,55.1001,-105.2842,11.14,82,100,2.06,CA,1684971038
450,fort frances,48.5999,-93.4003,16.12,53,100,4.12,CA,1684971039
451,valledupar,10.4631,-73.2532,25.89,85,100,0.93,CO,1684971039
452,mount gambier,-37.8333,140.7667,11.89,79,100,5.41,AU,1684971039
453,viborg,56.4532,9.402,9.0,83,17,6.6,DK,1684971039
454,lorengau,-2.0226,147.2712,26.84,88,99,5.66,PG,1684971040
455,rajo khanani,24.9841,68.8536,28.8,70,7,9.69,PK,1684971040
456,shiloh,38.5614,-89.8973,29.85,30,0,3.09,US,1684971040
457,revda,56.801,59.9303,13.27,58,38,0.88,RU,1684971040
458,krasnyy chikoy,50.3643,108.7512,4.97,73,100,2.42,RU,1684971041
459,grand gaube,-20.0064,57.6608,22.99,74,12,2.91,MU,1684971041
460,sao joao da barra,-21.6403,-41.0511,21.05,82,1,2.68,BR,1684971041
461,kourou,5.1552,-52.6478,26.03,90,100,2.15,GF,1684971041
462,walvis bay,-22.9575,14.5053,13.94,88,19,3.09,NA,1684971042
463,grantsville,40.5999,-112.4644,22.84,41,0,0.0,US,1684971047
464,crane,31.3974,-102.3501,31.43,37,2,7.6,US,1684970843
465,kasongo-lunda,-6.4667,16.8167,23.27,78,72,0.43,CD,1684971047
466,iskateley,67.6803,53.1512,13.16,91,28,4.16,RU,1684971047
467,banda aceh,5.5577,95.3222,27.15,80,85,5.0,ID,1684971048
468,anna regina,7.2644,-58.5077,26.42,87,72,3.24,GY,1684971048
469,traiguen,-38.25,-72.6833,8.63,85,67,2.54,CL,1684971048
470,shalkar,47.8288,59.6258,18.51,39,12,3.69,KZ,1684971048
471,shiyan,32.6475,110.7781,19.16,77,99,0.94,CN,1684971048
472,nasir,15.5894,32.5634,35.27,16,0,3.42,SD,1684971049
473,siwa oasis,29.2041,25.5195,23.71,51,13,6.37,EG,1684971049
474,kibre mengist,5.8833,38.9833,15.46,99,100,0.6,ET,1684971054
475,zelenogorsk,56.1147,94.5861,4.69,67,29,3.03,RU,1684971054
476,kievka,50.2619,71.5514,13.6,48,8,3.31,KZ,1684971055
477,libertad,8.9442,125.5019,27.79,80,97,0.56,PH,1684971056
478,mejit,10.2753,170.8646,27.71,78,95,6.71,MH,1684971056
479,chunskiy,56.0815,99.6342,3.85,75,100,5.4,RU,1684971057
480,el haouaria,37.05,11.0144,19.01,90,4,2.65,TN,1684970799
481,tucacas,10.7906,-68.3258,26.62,89,25,3.14,VE,1684971057
482,ambatofinandrahana,-20.55,46.8,9.72,96,8,1.28,MG,1684971057
483,heihe,50.2441,127.4902,17.32,44,100,5.29,CN,1684971057
484,velasco ibarra,-1.05,-79.6167,24.63,91,78,2.38,EC,1684971058
485,seydi,39.4816,62.9137,22.35,16,6,4.64,TM,1684971063
486,chui,-33.6971,-53.4616,19.6,85,100,2.55,UY,1684971063
487,karonga,-9.9333,33.9333,21.17,81,3,1.81,MW,1684971063
488,brisas de zicatela,15.8369,-97.0419,31.29,66,40,3.6,MX,1684971064
489,westport,41.1415,-73.3579,18.9,82,100,5.66,US,1684971008
490,taltal,-25.4,-70.4833,17.96,73,16,1.12,CL,1684971064
491,trindade,-16.6494,-49.4889,22.86,61,0,1.56,BR,1684971064
492,freetown,8.484,-13.2299,24.84,83,75,5.66,SL,1684971065
493,virginia,37.5481,-77.4467,24.08,43,75,3.6,US,1684971065
494,vilhena,-12.7406,-60.1458,24.12,78,0,2.57,BR,1684971065
495,riohacha,11.5444,-72.9072,26.48,87,81,3.03,CO,1684971065
496,aleksotas,54.8833,23.9,11.02,76,66,0.0,LT,1684971066
497,torre del greco,40.7839,14.3708,19.87,82,0,1.54,IT,1684971066
498,san luis,-33.295,-66.3356,16.18,87,23,6.62,AR,1684971025
499,alaghsas,17.0187,8.0168,35.69,15,69,2.66,NE,1684971066
500,mirnyy,62.5353,113.9611,7.91,49,98,5.81,RU,1684971067
501,solleftea,63.1667,17.2667,6.72,84,99,3.43,SE,1684971067
502,ouallam,14.3188,2.0866,36.0,31,81,6.03,NE,1684971067
503,prince albert,53.2001,-105.7677,14.97,88,100,1.03,CA,1684971038
504,shanhaiguan,39.9988,119.7564,15.9,74,100,5.78,CN,1684971069
505,tra mhor,52.1624,-7.1524,14.85,80,69,2.24,IE,1684971069
506,andergrove,-21.0833,149.1833,23.14,78,19,6.91,AU,1684970853
507,springbok,-29.6643,17.8865,7.45,69,98,2.19,ZA,1684971070
508,hammerfest,70.6634,23.6821,8.25,66,0,3.6,NO,1684971070
509,mirabad,30.4362,61.8383,29.19,19,10,8.09,AF,1684971070
510,puerto leguizamo,-0.1934,-74.7819,24.25,92,72,0.94,CO,1684971071
511,quelimane,-17.8786,36.8883,21.97,88,0,1.03,MZ,1684971071
512,antalaha,-14.9003,50.2788,21.88,92,52,1.8,MG,1684971071
513,murghob,38.1702,73.9667,1.55,70,68,1.29,TJ,1684971071
514,maracalagonis,39.2872,9.2275,18.4,80,0,1.03,IT,1684971072
515,nikolayevsk-on-amure,53.1406,140.73,8.76,75,79,3.72,RU,1684971072
516,labrador city,52.9463,-66.9114,4.95,48,40,6.69,CA,1684971072
517,mahavelona,-17.6848,49.5087,19.99,91,60,3.87,MG,1684971073
518,aksu,41.1231,80.2644,17.8,44,100,5.24,CN,1684971073
519,mary,37.0,62.5,23.01,18,0,3.88,TM,1684971073
520,kilju,40.9642,129.3278,21.4,42,25,2.8,KP,1684971073
521,dunedin,-45.8742,170.5036,13.3,64,88,1.96,NZ,1684970778
522,makassar,-5.14,119.4221,25.03,83,20,1.03,ID,1684971074
523,lakatoro,-16.0999,167.4164,26.09,66,98,6.43,VU,1684971074
524,affery,6.315,-3.9603,23.97,100,77,0.46,CI,1684971074
525,shklow,54.2108,30.2919,12.64,87,37,2.61,BY,1684971075
526,itoman,26.1247,127.6694,26.01,65,40,2.06,JP,1684971075
527,vidigueira,38.1845,-7.7447,17.23,72,28,1.93,PT,1684971075
528,crete,35.1558,24.895,9.73,87,0,1.22,GR,1684971076
529,coquimbo,-29.9533,-71.3436,15.85,88,0,3.6,CL,1684970913
530,cururupu,-1.8283,-44.8683,25.27,89,97,1.74,BR,1684971076
531,carloforte,39.145,8.3058,17.6,79,72,2.66,IT,1684971077
532,mikuni,36.2171,136.1519,14.95,61,100,2.31,JP,1684971077
533,xai-xai,-25.0519,33.6442,18.93,90,0,4.36,MZ,1684971077
534,filey,54.21,-0.2892,11.82,88,99,0.89,GB,1684971077
535,itamaraca,-7.7478,-34.8256,25.03,86,4,2.01,BR,1684971078
536,khovd,48.0056,91.6419,8.69,51,61,1.96,MN,1684971078
537,al jawf,29.5,38.75,24.5,19,7,4.85,SA,1684971078
538,ugoofaaru,5.6667,73.0,28.65,73,10,2.99,MV,1684971078
539,barsovo,61.1667,73.1667,10.07,56,100,4.48,RU,1684971079
540,rzhaksa,52.1338,42.0264,14.43,97,99,2.34,RU,1684971079
541,hetauda,27.4284,85.0322,24.32,74,39,1.39,NP,1684971080
542,broken hill,-31.95,141.4333,13.18,33,100,7.19,AU,1684970868
543,pathanamthitta,9.2667,76.7833,24.4,94,56,0.63,IN,1684971080
544,guarapari,-20.6667,-40.4975,20.5,82,3,0.8,BR,1684971081
545,terrace,54.5163,-128.6035,22.95,35,40,4.12,CA,1684971081
546,santa terezinha,-29.9002,-50.0904,20.38,90,1,5.39,BR,1684971081
547,priozersk,61.0393,30.1291,13.38,88,3,2.89,RU,1684971081
548,igrim,63.1906,64.4162,11.64,80,3,1.29,RU,1684971082
549,kloulklubed,7.0419,134.2556,25.28,78,94,6.84,PW,1684971082
550,bhuj,23.2667,69.6667,27.09,85,35,9.94,IN,1684971082
551,es castell,39.8795,4.2854,16.38,94,0,2.57,ES,1684971082
552,jiexiu,37.0244,111.9125,19.72,52,99,3.55,CN,1684971083
553,hacienda huancane,-15.8222,-70.8856,2.6,47,39,2.88,PE,1684971083
554,adis zemen,12.1167,37.7833,19.71,52,45,1.14,ET,1684971083
555,jumla,29.2747,82.1838,11.53,89,89,1.08,NP,1684971083
556,kenora,49.8167,-94.4337,15.54,36,75,7.2,CA,1684971084
557,yerba buena,-26.8167,-65.3167,20.63,86,10,1.44,AR,1684970935
558,richards bay,-28.783,32.0377,18.25,87,17,5.27,ZA,1684971084
559,novokorsunskaya,45.6408,39.1464,15.61,95,65,1.96,RU,1684971084
560,mogadishu,2.0371,45.3438,26.5,76,65,6.41,SO,1684970990
561,tvoroyri,61.5556,-6.8111,7.67,80,7,12.68,FO,1684971085
562,sittwe,20.15,92.9,28.12,76,53,0.49,MM,1684971085
563,kapa'a,22.0752,-159.319,27.18,71,40,6.69,US,1684971085
564,coahuayana de hidalgo,18.7,-103.6583,29.22,63,100,2.48,MX,1684971086
565,san luis de la loma,17.2706,-100.8939,29.58,65,99,3.63,MX,1684971086
566,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,44,20,5.0,RU,1684971086
567,vanino,49.0869,140.2543,19.25,54,49,0.73,RU,1684970791
568,papao,-17.75,-149.55,28.82,77,19,1.68,PF,1684971086
569,aripuana,-9.1667,-60.6333,26.51,67,62,0.15,BR,1684971087
570,rebola,3.7167,8.8333,23.62,100,20,2.57,GQ,1684971087
571,luancheng,37.8792,114.6517,18.09,44,100,5.17,CN,1684971087
572,honggang,46.4667,124.8667,19.9,44,100,10.02,CN,1684971087
573,jaguey grande,22.5269,-81.1286,24.45,83,97,2.26,CU,1684971088
